date_article,delai,jours,heures,nbt,nbrt,nbtmedia,nbrtmedia,nbimages,nbvideos,titre,media
22/05/2014 09:12,0,0,0,1,1,0,0,0,0,Le directeur de l'IUT de Saint-Denis a été agressé,melty.fr
26/08/2014 10:11,1,0,1,4,4,0,0,0,0,Remaniement gouvernement : Valls II; les pronostics sur Twitter,melty.fr
30/09/2014 11:15,0,0,1,6,6,2,2,0,0,Cindy Lopes se lance dans le porno comme Kelly des Ch'tis,melty.fr
04/07/2014 07:00,1,0,1,6,2,1,1,0,0,Ciné en plein air Ciné en plein air,leparisien.fr
18/04/2014 02:06,1,0,6,3,3,0,0,0,0,The Vampire Diaries Saison 5 : Episode 19; la vidéo promo !,melty.fr
07/04/2014 09:28,1,141,3384,450,233,7,7,0,0,Pains au levain; vins naturels et fromages fermiers bientôt prohibés en France ?,bastamag.net
23/08/2014 09:40,1,5,121,35,5,1,1,0,0,Europe natation. Florent Manaudou enchaîne avec succès  ,ouest-france.fr
12/10/2014 12:13,1,2,41,72,53,1,1,0,0,La police abat un homme qui frappait sa mère; lors d'une intervention à Lyon,francetvinfo.fr
23/09/2014 22:46,0,0,8,10,10,2,2,0,0,The Vampire Diaries saison 6: La réaction d'Enzo face à la mort de Damon ! (SPOILERS),melty.fr
15/09/2014 21:13,1,3,66,92,11,0,0,1,0,"Etats-Unis: Urban Outfitters retire de la vente un sweatshirt ""ensanglanté""",bfmtv.com
22/08/2014 13:59,1,0,1,4,4,0,0,0,0,"Le Bon Coin : Une annonce pour des ""bittes de pluie"" sur le site",melty.fr
22/06/2014 12:47,1,0,2,3,3,0,0,0,0,Mondial 2014. Maradona : « Je vois l'Argentine sans rythme »  ,ouest-france.fr
22/07/2014 19:56,0,1,21,5,5,0,0,0,0,"Secret Story 8 : ""Hum Hum Story""; la réplique d'Elodie qui amuse Twitter",melty.fr
09/05/2014 16:57,0,0,1,2,2,0,0,0,0,Moi; Moche et Méchant : Les Minions version X-Men !,melty.fr
21/07/2014 08:27,1,3,62,6,4,2,2,0,0,Teen Wolf Saison 4 : Episode 5 ce soir; Scott; Kira... Tous sur la sellette !,melty.fr
11/08/2014 23:27,1,5,108,77,61,0,0,0,0,L’acteur américain Robin Williams est mort; la police suspecte un suicide,francetvinfo.fr
26/06/2012 08:41,1,0,0,1,1,1,1,0,0,Le Paraguay; cible d’un putsch de l’agrobusiness ?,bastamag.net
06/08/2014 13:35,0,0,0,1,1,0,0,0,0,Formule 1. Jackpot pour Fernando Alonso ?  ,ouest-france.fr
28/07/2014 11:05,1,9,216,12,10,2,2,0,0,"Arrow saison 3 : Stephen Amell ""Mon personnage va enfin être appelé l'Archer Vert""",melty.fr
10/04/2014 20:07,0,0,0,1,1,0,0,0,0,Grey's Anatomy Saison 10; Burke vs Owen; quel mec pour Cristina ?,melty.fr
26/09/2014 22:51,1,0,0,8,8,0,0,0,0,Finale de Secret Story 8 : Nathalie; sa poitrine moquée par Twitter,melty.fr
20/07/2014 19:40,2,1,18,10,6,0,0,0,0,Anais des Anges 6 en mini short et top noir sur Instagram,melty.fr
21/09/2014 13:41,0,0,1,18,6,4,2,0,0,Secret Story 8 : Les anciens de cette saison reviennent dans la Maison; Stefan annule son retour !,melty.fr
02/08/2014 09:40,1,1,21,20,3,0,0,0,0,Tennis. WTA Stanford. Serena Williams dans le dernier carré  ,ouest-france.fr
10/09/2014 16:33,1,2,55,13,6,0,0,0,0,La Communauté urbaine de Bordeaux veut améliorer le tri du verre,20minutes.fr
12/10/2014 11:50,1,0,1,8,8,0,0,0,0,Ils draguent aidés par un garçon de six ans sur YouTube,melty.fr
11/09/2014 09:06,1,0,0,1,1,0,0,0,0,L’ex-conseiller Morelle accuse la «tchéka hollandienne» de «purification ethnique»,liberation.fr
06/03/2014 09:16,1,0,0,1,1,1,1,0,0,Emploi : «Un pourcentage m'intéresse; celui du taux de chômage»; assure Ayrault,leparisien.fr
24/04/2012 14:16,1,0,0,1,1,1,1,0,0,L’extrême droite allemande félicite Marine Le Pen ,bastamag.net
29/07/2014 15:35,1,6,145,10,10,1,1,0,0,Chloë Grace Moretz : Si Je Reste; la date de sortie repoussée en France ,melty.fr
18/06/2014 10:22,1,3,79,61,42,0,0,0,0,Les élections départementales et régionales auront lieu en décembre 2015,francetvinfo.fr
17/07/2014 20:20,1,6,146,6,4,0,0,0,0,Anna Paquin de True Blood Saison 7 avec les cheveux violets en mini-short à NY,melty.fr
26/05/2014 05:02,1,0,2,4,3,2,2,0,0,Jeux à Bénodet. 750 000 € d'investissement pour le casino  ,ouest-france.fr
27/07/2014 10:28,1,0,0,2,2,0,0,0,0,Comic Con 2014; Nina Dobrev glamour en robe rayée avec Orlando Bloom ,melty.fr
22/08/2014 14:30,1,0,1,5,5,0,0,0,0,"Le Bon Coin : une chaise ""disagne"" en vente",melty.fr
06/06/2014 14:11,0,0,0,1,1,0,0,0,0,Pretty Little Liars Saison 5 : Épisode 2; de nouvelles photos dévoilées !,melty.fr
17/09/2014 13:31,0,0,5,24,4,4,2,0,0,Secret Story 8 : Vincent obligé de stopper sa mission avec Jessica; la prod menacée !,melty.fr
26/09/2014 08:58,1,0,0,4,2,1,0,1,0,Gazole: le gouvernement étudie bien une hausse de deux centimes,bfmtv.com
31/03/2014 11:53,1,76,1824,24,6,0,0,0,0,La ministre Yamina Benguigui suspectée d'avoir menti sur sa déclaration de patrimoine,lemonde.fr
19/09/2014 15:03,1,1,30,6,6,0,0,0,0,The Vampire Diaries; New Girl; Hart Of Dixie... : Les 5 gros spoilers de la semaine !,melty.fr
03/07/2014 21:32,1,0,0,2,2,0,0,0,0,Glee : Chris Colfer (Kurt) quitte la série ? Le tweet choc posté par l'acteur,melty.fr
22/07/2014 19:47,1,1,20,12,12,0,0,0,0,Robert Pattinson : Kristen Stewart clashée par l'acteur ?,melty.fr
11/08/2014 17:00,0,0,8,7,7,0,0,0,0,Manhattan Love Story : La nouvelle comédie romantique se dévoile !,melty.fr
18/05/2014 19:08,1,0,0,1,1,0,0,0,0,Zooey Deschanel de New Girl sans maquillage au réveil sur Twitter,melty.fr
17/06/2014 15:02,0,0,0,1,1,1,1,0,0,"Bac 2014 : Jérémie Fontanieu; ""De petites choses produisent de grands résultats"" (EXCLU)",melty.fr
09/06/2014 17:47,0,1,20,7,7,0,0,0,0,Studio Bagel : Le remplaçant,melty.fr
09/09/2014 10:48,2,0,10,110,15,0,0,1,0,Riolo : « Messieurs les Présidents de L1; taisez-vous ! »,bfmtv.com
23/06/2014 16:38,1,3,80,28,26,1,1,0,0,Helena Costa renonce à entraîner Clermont Foot,francetvinfo.fr
01/09/2014 08:42,1,1,32,13,7,0,0,1,0,Les ventes de voitures neuves en repli en août,bfmtv.com
10/10/2014 20:49,1,0,1,4,4,0,0,0,0,Danse avec les stars 5 : Corneille en mode Hip Hop; Twitter jubile,melty.fr
21/04/2014 13:00,0,0,6,6,3,0,0,0,0,football : Le Riomètre du 21 avril,bfmtv.com
19/08/2014 21:07,1,1,13,10,10,0,0,0,0,"Robert Pattinson : ""Je deviens un artiste de mer**""",melty.fr
13/08/2014 17:37,1,0,5,14,10,2,2,0,0,Black Storm; Twister; Le Jour d'Après... Les meilleurs films de catastrophes naturelles !,melty.fr
12/10/2014 13:06,1,0,6,6,6,0,0,0,0,Game of Thrones saison 5 : Les 4 saisons résumées dans un court métrage d'animation,melty.fr
17/04/2014 21:15,1,0,1,2,2,1,1,0,0,Grey’s Anatomy Saison 10 : Episode 22; les photos promo !,melty.fr
17/04/2014 11:15,1,0,0,2,2,1,1,0,0,Reign : Episode 18; Kenna met en garde Penelope dans un extrait inédit !,melty.fr
22/09/2014 11:29,1,16,385,41,11,2,0,0,0,Le contrat de mariage de Napoléon et Joséphine s'envole à 440.000 euros,latribune.fr
23/07/2014 16:36,1,3,67,16,6,0,0,0,0,Secret Story 8 : Sara et Stefan couchent ensemble; Twitter s'offusque,melty.fr
06/06/2014 08:21,0,0,0,1,1,1,1,0,0,Les Ch'tis vs Les Marseillais : Episode 6 ce soir; l'heure du choix !,melty.fr
19/09/2014 06:00,1,1,29,6,4,0,0,0,0,Witches of East End saison 2 : Episode 11; le synopsis dévoilé ! (SPOILERS),melty.fr
01/08/2014 22:43,0,0,3,8,8,0,0,0,0,Secret Story 8 : Julie et Geoffrey perdent leur cagnotte; Twitter réagit,melty.fr
08/05/2014 21:14,1,0,0,2,2,0,0,0,0,George Clooney : La date de son mariage dévoilée !,melty.fr
31/05/2014 19:25,1,1,19,23,23,0,0,0,0,Moto: Marquez partira en pole du GP d'Italie; 7e consécutive,lepoint.fr
29/06/2014 19:40,1,0,0,2,2,1,1,0,0,Côteaux de la Logne. Serbouti et Berthomé seuls devant  ,ouest-france.fr
19/07/2014 11:41,1,0,0,2,2,0,0,0,0,Karrueche Tran se la joue Beyoncé sur Instagram; son make-up de diva,melty.fr
19/07/2014 12:03,1,0,1,5,5,0,0,0,0,Leila (Secret Story 8) : Des photos sexy dévoilées sur Twitter,melty.fr
30/07/2014 21:01,1,1,23,19,10,4,4,0,0,Piratage. Le hackeur pro-israélien s'en prend au NPA 49  ,ouest-france.fr
25/08/2014 21:26,1,0,9,4,2,0,0,0,0,Les Ch'tis dans la Jet Set épisode 2 avec Gaëlle en robe bleue imprimée,melty.fr
02/04/2012 16:01,2,0,0,1,1,1,1,0,0,Les salariés de Publicis sommés de soutenir leur patron,bastamag.net
13/10/2014 18:50,2,0,0,2,2,0,0,0,0,Karrueche Tran se transforme en tigresse sur Instagram; son make-up pour Halloween,melty.fr
04/09/2014 16:46,1,0,4,7,7,0,0,0,0,Tony Parker Vs Rémi Gaillard; la vidéo buzz qui intrigue la Toile,melty.fr
24/09/2014 10:30,1,0,1,4,4,2,2,0,0,Kris Jenner et Bruce Jenner divorcent; Kylie s'exprime sur Instagram !,melty.fr
31/07/2014 11:21,0,0,0,2,2,0,0,0,0,Naya Rivera mariée en total look noir à Los Angeles,melty.fr
14/08/2014 05:24,0,0,3,7,3,0,0,1,0,Club Med: les concurrents de Bonomi retirent leur offre,bfmtv.com
24/04/2014 16:11,0,0,0,3,2,2,2,0,0,Qui veut épouser mon fils 3 : Episode 1; nouvelles vidéos dévoilées !,melty.fr
24/07/2014 13:16,0,1,18,8,6,0,0,0,0,The 100 saison 2 : De nouvelles révélations !,melty.fr
06/10/2014 15:53,0,1,29,7,7,0,0,0,0,The Vampire Diaries saison 6 : Episode 2; sneak peek inédit !,melty.fr
11/07/2014 09:24,0,1,28,21,3,0,0,0,0,"Cannes : Pour l'ancien Premier ministre : François Fillon: ""l'UMP est en danger""",francetvinfo.fr
02/07/2014 19:29,1,0,0,2,2,0,0,0,0,Nabilla chic en chemisier avec Marc Lavoine sur Instagram; son beauty look glam',melty.fr
24/06/2014 17:07,0,0,0,2,2,0,0,0,0,Selena Gomez lookée en kimono pour aller au restaurant,melty.fr
29/07/2014 16:29,0,1,26,25,10,1,1,0,0,Terrorisme en Chine: des dizaines de morts et de blessés au couteau,leparisien.fr
02/10/2014 14:52,1,0,0,2,2,2,2,0,0,Kris Jenner : Une nouvelle télé-réalité avec Justin Bieber ?,melty.fr
11/08/2014 12:01,0,0,0,6,6,0,0,0,0,Grey's Anatomy saison 11 : Une incroyable actrice au casting !,melty.fr
22/09/2014 16:39,1,1,17,40,40,0,0,0,0,"Menaces de l'Etat islamique : les Français appelés à ""la plus grande prudence"" dans une trentaine de pays",francetvinfo.fr
16/06/2014 19:47,1,0,0,5,5,0,0,0,0,Vanessa Hudgens sans maquillage en mini short à LA,melty.fr
24/09/2014 14:35,2,0,2,3,3,1,1,0,0,Mondiaux de cyclisme. Wiggins enlève le contre-la-montre  ,ouest-france.fr
28/04/2014 20:17,0,0,0,4,4,2,2,0,0,Bachelor saison 2 la finale : Alix pas assez mature pour Paul ?,melty.fr
25/06/2014 21:00,1,0,1,4,3,1,1,0,0,Mondial 2014 : Équateur- France mi-temps; Les réactions des supporters étrangers (EXCLU) #franequ,melty.fr
19/09/2014 17:48,0,1,24,10,8,0,0,0,0,Scandal saison 4 : Episode 2; les photos promo dévoilées !,melty.fr
23/08/2014 17:58,1,6,141,33,7,0,0,0,0,Ebola: un cas suspect à l'isolement à Montréal; tests en cours,bfmtv.com
16/07/2014 20:26,0,3,69,7,7,0,0,0,0,Anna Paquin de True Blood Saison 7 en mini-jupe avec Stephen Moyer à NY,melty.fr
18/08/2014 06:35,1,1,24,26,2,0,0,0,0,Ferguson : le policier a tiré six balles sur Michael Brown,bfmtv.com
06/10/2014 04:51,0,1,33,125,20,1,0,1,1,Le Havre: quatre enfants attaqués par un pitbull; dont trois hospitalisés,bfmtv.com
03/06/2014 09:49,1,10,229,28,21,0,0,0,0,Climat : le pas en avant de Barack Obama stimule les négociations internationales,lemonde.fr
02/09/2014 08:27,1,0,3,4,3,0,0,0,0,"Raphaëlle Dupire : Le Grand Journal; ""Lucy"" devient ""Polony"" pour la météo",melty.fr
10/09/2014 14:28,1,0,5,6,4,0,0,0,0,Witches of East End saison 2 : Episode 9; la vidéo promo dévoilée !,melty.fr
03/08/2014 08:35,0,0,4,5,2,1,1,0,0,Formule 1. Le Grand Prix d'Australie à Melbourne jusqu'en 2020  ,ouest-france.fr
07/08/2014 16:19,1,0,1,14,12,0,0,0,0,Terminator 5 : Arnold Schwarzenegger dévoile le titre !,melty.fr
28/05/2014 04:02,1,0,0,2,2,2,2,0,0,Inondations à Quimperlé. Nouvelles fissures sur les murs en bord d'Isole  ,ouest-france.fr
