date_article,delai,jours,heures,nbt,nbrt,nbtmedia,nbrtmedia,nbimages,nbvideos,titre,media
08/06/2014 18:21,1,75,1797,195,99,0,0,0,0,Les présidents israélien et palestinien réunis autour du pape François,lemonde.fr
26/05/2014 22:02,1,0,1,3,3,1,1,0,0,Kylie Minogue : Crystallize; le clip dévoilé !,melty.fr
14/05/2014 21:51,0,0,0,4,2,0,0,0,0,Les Anges 6; Anaïs et son look sportwear sexy pour un cours de danse avec Ame,melty.fr
02/06/2014 19:51,1,0,0,3,3,0,0,0,0,Ashley Benson vs Shay Mitchell sans maquillage sur Instagram; qui est la plus lookée ?,melty.fr
12/07/2014 08:07,0,0,0,2,2,0,0,0,0,Rihanna en mini-short arrive au Brésil pour la finale de la Coupe du Monde 2014,melty.fr
08/07/2014 19:17,1,1,17,5,5,1,1,0,0,Once Upon A Time saison 4 : Elizabeth Mitchell; une nouvelle méchante au casting,melty.fr
18/04/2014 15:52,0,5,120,3,3,0,0,0,0,LumiDecoNail; les stickers lumineux pour ongles,melty.fr
07/10/2014 15:11,0,0,3,3,3,0,0,0,0,The Originals saison 2 : Episode 2; la vidéo promo dévoilée !,melty.fr
24/09/2014 08:26,1,1,28,89,24,0,0,2,0,Une mère et son fils retrouvés égorgés dans l'Essonne,bfmtv.com
27/05/2014 09:26,1,0,0,1,1,0,0,0,0,De Ashley Benson à Cara Delevingne; la tendance néon en 5 pièces,melty.fr
29/09/2014 20:42,1,1,22,11,11,2,2,0,0,The Vampire Diaries saison 6 : J-3; Caroline lance le décompte en vidéo,melty.fr
06/04/2014 19:07,1,1,21,5,5,1,1,0,0,"The Originals : Episode 19; le synopsis officiel de ""An Unbliking Death""",melty.fr
07/05/2014 18:25,1,4,95,86,32,0,0,0,0,VIDEO. Regardez la Terre depuis la Station spatiale internationale; en direct et 24h/24,francetvinfo.fr
19/09/2014 21:55,2,0,1,3,2,1,1,0,0,Canoë-kayak. Mondial de slalom : le Breton Sébastien Combot en finale  ,ouest-france.fr
19/06/2014 09:14,0,1,23,3,3,0,0,0,0,Kim Kardashian : Jimmy Fallon se moque d'elle sur Twitter,melty.fr
16/07/2014 10:48,1,0,0,2,2,1,1,0,0,Grey's Anatomy Saison 11 : Une nouvelle romance pour Owen ?,melty.fr
07/05/2014 09:29,1,2,48,4,3,0,0,0,0,La Brioche Dorée se lance dans la commande en ligne,melty.fr
25/07/2014 11:42,0,4,101,160,64,1,1,0,0,La préfecture de police interdit la manifestation pro-palestinienne prévue samedi à Paris,francetvinfo.fr
26/06/2014 09:52,0,0,0,1,1,0,0,0,0,GROUPE PARTOUCHE : Des résultats toujours sous pression; Avis d'experts FR0000053548; PARP,lesechos.fr
07/07/2014 06:16,1,7,177,45,8,1,1,0,0,Rencontres d'Arles : Patrick Swirc; esprit malin,lepoint.fr
08/08/2014 22:50,1,1,35,44,26,0,0,0,0,Secret Story 8 : Elodie éliminée; Twitter réagit,melty.fr
26/06/2014 10:09,1,2,48,22,22,0,0,0,0,Affaire Karachi : la Cour de justice de la République a ouvert une enquête sur Balladur et Léotard,francetvinfo.fr
28/04/2014 10:56,0,0,4,3,3,1,1,0,0,Les People passent le Bac : L'émission débarque !,melty.fr
02/05/2014 01:23,1,0,5,5,5,0,0,0,0,iHeartRadio Music Awards 2014 : Ariana Grande enflamme Twitter avec sa prestation !,melty.fr
11/09/2014 16:02,1,0,0,2,2,0,0,0,0,Fashion Week printemps-été 2015 à Londres; dates des défilés,melty.fr
16/01/2014 06:59,1,0,0,1,1,0,0,0,0, Fusion des régions : le coup de gueule du président PS d'Aquitaine,lci.tf1.fr
15/09/2014 09:13,1,9,215,10,10,0,0,0,0,François Hollande : Son passeport sur Twitter ?,melty.fr
21/06/2014 17:30,1,19,446,19,8,0,0,0,0,Secret Story 8 : Les premiers secrets filtrent sur Instagram ?,melty.fr
26/08/2014 16:35,0,1,19,8,8,2,2,0,0,Teen Wolf Saison 4 : Episode 11; la vidéo promo dévoilée !,melty.fr
12/06/2014 19:45,0,0,2,3,2,0,0,0,0,Mondial 2014. Ribéry et sa « peur des piqûres »  ,ouest-france.fr
09/10/2014 14:39,2,2,46,36,14,0,0,1,0,Une Australienne survit 17 jours seule dans la forêt,bfmtv.com
05/07/2014 08:30,1,1,16,6,6,3,3,0,0,Quimper. Le coffre-fort d'un chef d'entreprise volé  ,ouest-france.fr
17/01/2014 10:28,1,0,0,1,1,1,1,0,0,Gaz de schiste : 250 organisations appellent l’Europe à un « sursaut de sagesse »,bastamag.net
05/06/2014 17:37,1,2,43,5,4,0,0,0,0,"Réforme territoriale: les maires ruraux dénoncent une ""intention de tordre le cou à la démocratie locale""",leparisien.fr
23/09/2014 16:05,1,3,77,18,6,0,0,0,0,La Poste de Bordeaux se lance dans l’impression 3D,20minutes.fr
29/04/2014 13:15,1,4,94,24,18,1,1,0,0,Israël-Palestine : les conditions se multiplient pour la reprise des négociations de paix,lemonde.fr
14/02/2014 07:30,1,0,0,1,1,1,1,0,0,House of Cards saison 2 disponible aujourd'hui sur Netlfix !,melty.fr
31/07/2014 17:37,0,1,13,3,2,0,0,0,0,Athlétisme. Dopage : Quentin Bigot suspendu quatre ans  ,ouest-france.fr
02/09/2014 08:15,0,0,2,2,2,0,0,0,0,Top 5 des cours bizarres enseignés aux USA !,melty.fr
19/08/2014 17:51,1,1,17,12,8,0,0,0,0,Khloé Kardashian a-t-elle piégé Lamar Odom pour faire le buzz ?,melty.fr
07/07/2014 19:34,1,1,18,35,35,0,0,0,0,L'Incroyable Famille Kardashian; Khloé; Kim et Kourtney méconnaissables,melty.fr
13/06/2014 12:57,1,1,32,10,6,0,0,0,0,Fiona Disegni; le programme de la soirée Summer Rentez-Vous révélé,melty.fr
13/10/2014 13:26,0,0,5,6,6,0,0,0,0,The Vampire Diaries saison 6 : Episode 5; le synopsis dévoilé !,melty.fr
08/08/2014 23:15,0,0,3,8,8,0,0,0,0,Nathalie de Secret Story 8 au prime du 8 août 2014 couguar en robe blanche moulante,melty.fr
05/04/2014 12:10,1,0,0,1,1,1,1,0,0,Municipales à Concarneau. André Fidelin réélu maire  ,ouest-france.fr
02/10/2014 22:25,1,0,0,2,2,0,0,0,0,Ellen Pompeo de Grey's Anatomy Saison 11 maman pour la seconde fois en look branché à LA,melty.fr
18/08/2014 17:40,1,8,183,40,30,0,0,0,0,Natation : le relais français 4X100 m nage libre remporte la médaille d'or aux championnats d'Europe,francetvinfo.fr
25/05/2014 21:20,1,0,0,1,1,0,0,0,0,Pro A. Dijon et Limoges joueront le match cinq  ,ouest-france.fr
22/07/2014 04:01,1,0,0,1,1,1,1,0,0,Super VW Festival. Rassemblement de Volkswagen sur le circuit du Mans  ,ouest-france.fr
22/06/2014 09:17,2,0,6,3,2,0,0,0,0,Mondial 2014. Les 15 buts inscrits par Klose en Coupe du Monde [Vidéo]  ,ouest-france.fr
06/05/2014 20:24,1,4,95,6,6,0,0,0,0,Chris Brown et Karrueche Tran fiancés ?,melty.fr
03/06/2014 17:28,0,1,15,3,3,0,0,0,0,Extant : Une nouvelle promo dévoilée !,melty.fr
31/07/2014 13:32,1,0,2,5,4,1,1,0,0,Avatar 2 : Zoe Saldana se prépare à 9 mois de tournage ! ,melty.fr
13/09/2014 19:53,1,1,17,41,2,0,0,0,0,"Un automobiliste contrôlé à 267 km/h sur l'A10; ""un record dans ce secteur""",bfmtv.com
26/08/2014 20:48,1,1,16,8,8,0,0,0,0,Beyoncé : Kim Kardashian ne veut plus de son amitié !,melty.fr
05/05/2014 08:01,0,0,4,4,3,0,0,0,0,Etats-Unis : Un distributeur de boisson hanté intrigue les passants,melty.fr
18/05/2014 17:55,1,0,0,3,1,1,1,0,0,L'Open Internet Project; le nouveau meilleur ennemi de Google,bastamag.net
08/08/2014 16:04,0,0,4,6,6,0,0,0,0,Secret Story 8 : Élodie et ses tentatives de drague ratées moquées sur Twitter,melty.fr
02/10/2014 12:17,2,1,23,8,2,0,0,1,0,Stromae et Line Renaud au musée Grévin,bfmtv.com
27/04/2014 21:12,0,0,0,2,2,0,0,0,0,Kylie Jenner cheveux bleus et sans maquillage le 25 Avril à West Hollywood,melty.fr
06/06/2014 11:24,0,0,3,16,14,0,0,0,0,Mondial : le milieu de terrain des Bleus Clément Grenier forfait pour blessure,francetvinfo.fr
04/10/2014 20:06,1,0,0,4,2,2,2,0,0,Danse avec les stars 5 : Miguel Angel Munoz et Fauve; retour sur sa prestation hot !,melty.fr
10/08/2014 12:05,1,0,0,4,4,0,0,0,0,Karrueche Tran radieuse sans maquillage et sans Chris Brown sur Instagram,melty.fr
09/09/2014 10:55,0,0,1,4,4,0,0,0,0,Faking It saison 2 : Le trailer de la prochaine saison dévoilé !,melty.fr
02/08/2014 12:04,0,1,28,8,8,2,2,0,0,Blanche Neige et le Chasseur 2 : Kristen Stewart absente; Chris Hemsworth s'offre un prequel !,melty.fr
15/05/2014 18:21,0,0,0,2,2,0,0,0,0,Kylie Jenner les cheveux bleus et en perfecto sans manches sur Instagram et à LA,melty.fr
22/08/2014 10:13,1,0,0,2,2,0,0,0,0,200m dos (H) : Stasiulis et Ress en demi-finales,franceinfo.fr
13/07/2014 05:00,1,0,0,1,1,1,1,0,0,Méteo en Mayenne. Ce dimanche; pluie et nuages annoncés  ,ouest-france.fr
18/04/2014 19:37,1,0,0,3,3,0,0,0,0,Kim Kardashian en look casual chic le 16 avril à Miami,melty.fr
01/10/2014 02:07,0,3,65,22,14,0,0,0,0,The Originals saison 2 : Plus de détails sur le cross-over avec la saison 6 de The Vampire Diaries !,melty.fr
14/09/2014 08:04,0,5,129,7,6,0,0,0,0,Une gastronomie est-elle possible à quelques kilomètres d’un conflit armé ?,francetvinfo.fr
01/10/2014 14:36,1,0,6,26,8,0,0,0,0,"Secret Story 8 : Jessica; ""On n'est pas des stars. On est juste un divertissement !"" (EXCLU)",melty.fr
12/06/2014 20:57,0,0,0,1,1,0,0,0,0,Nadal : «Aucune valeur»,lefigaro.fr
17/09/2014 10:48,0,0,2,8,4,0,0,0,0,Secret Story 8 : Jessica et Vincent couchent ensemble; Twitter choqué (Photos),melty.fr
17/04/2014 13:04,1,0,4,2,2,0,0,0,0,Nabilla défendue par son frère Tarek sur Twitter,melty.fr
15/07/2014 10:12,1,0,0,1,1,0,0,0,0,Dominique Guignard nouveau président des Vins de Graves?,francetvinfo.fr
21/08/2014 15:34,1,0,1,5,5,0,0,0,0,FIFA 15 : Eden Hazard sur la jaquette française; Twitter réagit,melty.fr
06/10/2014 14:26,1,0,9,16,13,0,0,1,0,Le Waldorf Astoria de New York vendu pour 1;95 milliard de dollars,bfmtv.com
24/04/2014 20:01,1,0,1,2,2,1,1,0,0,Awkward Saison 4 : Nouveaux spoilers sur Sadie et Austin !,melty.fr
25/09/2014 12:51,0,0,0,10,4,0,0,0,0,Secret Story 8 : Quotidienne du 25 septembre; ce soir la Voix révèle la mission de Jess et Leila !,melty.fr
05/06/2014 11:14,0,0,0,3,2,0,0,0,0,The Strain : Un trailer long enfin dévoilé !,melty.fr
14/07/2014 12:55,1,0,0,2,2,1,1,0,0,Fêtes de l'Isle à Goudelin. De nombreux chevaux se sont baignés  ,ouest-france.fr
08/08/2014 22:54,0,0,0,12,4,0,0,0,0,Leïla de Secret Story 8 au prime du 8 août 2014 joue les déesse en blanc,melty.fr
03/07/2014 09:49,0,0,0,1,1,0,0,0,0,"France-Allemagne: Harald Schumacher voit les Bleus ""perdre""",bfmtv.com
18/04/2014 21:15,1,0,0,3,2,0,0,0,0,Anaïs des Anges 6 sexy en bikini bleu pastel à volants sur Instagram,melty.fr
11/08/2014 09:40,0,0,5,4,4,0,0,0,0,Beyoncé sensuelle en total look noir sur Instagram,melty.fr
08/05/2014 15:43,1,0,0,1,1,0,0,0,0,Awkward saison 4 : Episode 5; la vidéo promo dévoilée !,melty.fr
17/08/2014 21:34,1,0,0,2,2,0,0,0,0,Rihanna ose la micro jupe et le top à son effigie à NYC; on aime ?,melty.fr
29/08/2014 09:11,1,0,5,7,3,0,0,0,0,Cécile Untermaier ne veut pas figurer dans l'appel des 200 !,francetvinfo.fr
05/06/2014 13:40,1,1,17,4,4,0,0,0,0,Résultats ENS Lyon : Lou; admissible au concours; témoigne,melty.fr
08/09/2014 13:36,2,0,0,2,2,0,0,0,0,Kate Mara pour H&M; l'actrice de House of Cards derrière les studios,melty.fr
22/04/2014 18:09,1,2,51,55,41,1,1,0,0,Un groupe djihadiste annonce la mort de l'otage français Gilberto Rodrigues Leal,lemonde.fr
04/09/2014 08:30,1,13,313,492,262,6,2,0,0,Twitter envisage une fonction de discussion privée de groupe,lemonde.fr
02/04/2014 14:09,1,1,18,22,21,0,0,0,0,Ouverture d'une enquête préliminaire sur la déclaration de patrimoine de l'ex-ministre Yamina Benguigui,francetvinfo.fr
04/08/2014 13:00,2,0,0,2,2,0,0,0,0,Tinder : Les pires messages de la semaine,melty.fr
11/06/2014 17:59,1,0,2,4,1,1,1,0,0,Festival. Quand le travail faisait chanter  ,ouest-france.fr
15/04/2014 12:41,1,0,3,3,3,0,0,0,0,Cheap Monday Paris et leur collection parisienne évènement; shopping en 5 pièces,melty.fr
22/09/2014 21:35,0,0,9,8,6,0,0,0,0,Grey's Anatomy saison 11 : Episode 1; un nouveau sneak peek dévoilé !,melty.fr
30/04/2014 06:09,1,0,1,5,2,1,1,0,0,Etats-Unis : Une exécution tourne au fiasco en Oklahoma !,melty.fr
29/05/2014 18:33,0,0,0,1,1,1,1,0,0,NBA. 1;8 milliard de dollars pour racheter les Clippers  ,ouest-france.fr
14/04/2014 19:16,0,1,13,6,4,1,1,0,0,Les habitants de Laguiole plaident leur cause à l'Elysée,metronews.fr
25/04/2014 14:36,0,0,0,1,1,1,1,0,0,REC 4 : Date de sortie et nouveau trailer dévoilés !,melty.fr
06/10/2014 12:02,0,0,7,12,8,0,0,0,0,The Originals saison 2 : Episode 1 ce soir; Klaus et Marcel s'allient !,melty.fr
29/09/2014 12:38,1,0,8,31,10,0,0,0,0,Insolite : Le moteur de recherche américain Bing aime l'Aveyron,francetvinfo.fr
29/03/2014 10:08,1,0,0,1,1,1,1,0,0,Grenoble : le candidat écologiste Eric Piolle frappé dans la rue,leparisien.fr
10/07/2014 16:02,1,0,1,6,6,2,2,0,0,Emmy Awards 2014 : Game of Thrones récolte 19 nominations !,melty.fr
20/08/2014 08:33,2,54,1303,876,203,5,0,0,0,Hollande confirme la livraison d'armes aux rebelles en Syrie,lemonde.fr
28/08/2014 16:21,0,16,379,21,13,0,0,0,0,Ligue des champions : le PSG dans la poule du Barça; l'AS Monaco dans celle du Benfica,francetvinfo.fr
03/09/2014 17:30,1,0,1,14,2,0,0,0,0,Secret Story 8 : Aurélie Van Daelen et Zelko dans la Maison demain; les Twittos ont hâte !,melty.fr
03/10/2014 15:08,1,0,1,4,4,2,2,0,0,Les Euroskills 2014; c'est parti !,melty.fr
06/08/2014 07:42,1,0,2,4,4,0,0,0,0,Pretty Little Liars Saison 5 : Episode 10; la vidéo promo dévoilée !,melty.fr
26/07/2014 21:27,1,0,0,2,2,0,0,0,0,Beyoncé naturelle lookée en vacances sur Instagram,melty.fr
08/06/2014 13:44,1,0,0,1,1,0,0,0,0,Semi-marathon. Une cinquième étoile pour Jean-Claude Niyonizigiye  ,ouest-france.fr
21/08/2014 09:19,0,0,0,1,1,0,0,0,0,Cyclisme. Tour du Colorado : coup double pour Van Garderen  ,ouest-france.fr
02/05/2014 16:30,1,1,18,6,6,0,0,0,0,The Vampire Diaries Saison 5 : Episode 21; la vidéo promo !,melty.fr
29/04/2014 01:01,2,0,5,4,3,3,3,0,0,Douarnenez. « L’avion du Moulin »; un symbole et des souvenirs  ,ouest-france.fr
30/09/2014 06:26,1,2,56,83,69,0,0,0,0,L'intrus de la Maison Blanche est allé plus loin qu'annoncé,lemonde.fr
27/05/2014 15:17,0,103,2477,30,24,3,2,0,0,T411; Torrent Français; Pirate Bay; Cpasbien... Les sites de torrents français en danger ?,melty.fr
03/04/2014 13:01,1,0,0,1,1,0,0,0,0,Etats-Unis : Le poisson d'Avril le moins drôle de l'Histoire !,melty.fr
10/10/2014 22:03,1,2,41,72,10,0,0,0,0,Leïla avec Aymeric de Secret Story 8 à Paris; couple assorti et chic,melty.fr
01/07/2014 19:32,1,0,11,6,6,0,0,0,0,Khloé Kardashian et French Montana : Un bébé en vue ?,melty.fr
09/10/2014 06:45,1,0,1,11,4,0,0,1,0,L'Elysée va payer 200.000 euros d'impôts en 2015,bfmtv.com
26/09/2014 19:23,1,2,52,7,5,0,0,1,0,Le nombre d'exilés fiscaux a reculé entre 2011 et 2012,bfmtv.com
11/06/2014 13:40,0,0,0,3,2,3,2,0,0,"Young Energy : Collectif Mowdjo; ""l'idée est née de l'envie de créer ensemble""",melty.fr
14/05/2014 15:11,1,0,2,3,2,0,0,0,0,Cannes 2014 : Clint Eastwood en clôture; retour sur un parcours brillant,melty.fr
28/08/2014 09:01,1,0,0,4,2,0,0,0,0,Secret Story 8 : 5 secret qu'un étudiant pourrait avoir,melty.fr
23/09/2014 09:58,1,0,1,8,3,0,0,1,0,Jimmy Choo va bientôt faire ses premiers pas en Bourse,bfmtv.com
06/10/2014 10:09,1,0,1,6,6,0,0,0,0,"Le Bon Coin : Un pot de chambre ""utilisé"" en vente sur le site (Photos)",melty.fr
03/06/2014 08:53,1,0,5,5,5,0,0,0,0,Marine Le Pen et Louis Aliot : Leur selfie détourné sur Twitter,melty.fr
11/08/2014 09:44,1,1,22,4,4,0,0,0,0,Selena Gomez et Lea Michele en robes imprimées avant les TCA 2014; battle,melty.fr
06/06/2014 10:05,0,0,7,2,2,0,0,0,0,Extant : Épisode 1; les photos promo dévoilées !,melty.fr
24/07/2014 20:54,1,0,0,2,2,0,0,0,0,Lea Michele en mini-short avec Matthew Paetz à New York,melty.fr
01/05/2014 19:46,0,0,1,2,2,1,1,0,0,Glee Saison 5 : Season finale; un épisode surprenant à venir !,melty.fr
31/07/2014 08:02,0,1,12,8,7,0,0,0,0,L'armée ukrainienne suspend son offensive contre les séparatistes pro-russes dans l'est du pays pour une journée,francetvinfo.fr
21/07/2014 20:48,1,2,50,7,7,2,2,0,0,True Blood saison 7 : Episode 6; le résumé dévoilé !,melty.fr
23/04/2012 11:43,1,0,0,1,1,1,1,0,0,Recherche profs en promo sur le site « le bon coin »,bastamag.net
27/04/2014 07:48,0,0,8,8,5,2,2,0,0,George Clooney est fiancé !,melty.fr
08/10/2014 23:02,1,0,11,62,10,0,0,0,0,Leïla naturelle et assortie à Aymeric de Secret Story 8 en parka à Milan,melty.fr
05/04/2014 15:35,0,2,49,2,2,1,1,0,0,Once Upon A Time saison 3 : Episode 16; 2 extraits inédits dévoilés,melty.fr
03/08/2014 13:49,1,0,0,2,2,0,0,0,0,Kate Moss avec Kim Kardashian en bikini pour l'anniversaire de Riccardo Tisci,melty.fr
31/07/2014 10:24,1,0,0,4,2,0,0,0,0,Kendall Jenner son look casual en top blanc et slim noir le 30 juillet 2014 à L.A,melty.fr
06/10/2014 11:06,2,2,54,61,18,0,0,1,0,Le frelon asiatique bientôt éradiqué?,bfmtv.com
18/08/2014 19:41,0,0,11,9,6,1,1,0,0,Cinq personnes en garde à vue dans l'enquête sur les violences en marge de Bastia-OM,francetvinfo.fr
25/07/2014 08:13,0,0,0,2,2,0,0,0,0,10 choses que tu sais quand tu bosses dans un magasin ! Les rois du campus,melty.fr
02/05/2014 14:18,0,0,2,2,2,1,1,0,0,Once Upon A Time saison 3 : Episode 20; sneak-peek dévoilé (Vidéo),melty.fr
02/09/2014 08:07,1,3,82,4,4,1,1,0,0,Angelina Jolie et Brad Pitt; les photos de leur mariage dévoilées !,melty.fr
15/09/2014 13:52,0,0,0,2,2,2,2,0,0,Kendall Jenner empêche Kim Kardashian de la voir défiler !,melty.fr
06/10/2014 18:02,0,1,15,7,7,2,2,0,0,The Vampire Diaries saison 6 : Stefan et Ivy; un couple parti pour durer ?,melty.fr
16/05/2014 15:48,1,0,5,4,4,0,0,0,0,The Vampire Diaries Saison 5 : Episode 22; résumé et critique du Season Finale,melty.fr
04/09/2014 11:26,0,0,0,4,4,2,2,0,0,Shazam : Dwayne Johnson sera Black Adam !,melty.fr
18/04/2014 16:40,1,0,0,1,1,0,0,0,0,Cholet. Les apprentis d'Eurespace réalisent leur propre mobilier urbain  ,ouest-france.fr
08/10/2014 11:26,2,0,0,4,3,0,0,0,0,Montpellier: lettre anonyme dénonçant des policiers,leparisien.fr
14/07/2014 09:11,0,9,225,22,16,2,2,0,0,The Originals saison 2 : Le synopsis dévoilé ! (SPOILERS),melty.fr
26/07/2014 04:31,1,0,2,2,1,1,1,0,0,Météo en Mayenne. Grand soleil le matin et éclaircies l'après-midi  ,ouest-france.fr
17/05/2014 07:03,1,0,0,1,1,0,0,0,0,Kourtney Kardashian en look bicolore avec Scott Disick,melty.fr
29/11/2013 18:01,1,0,0,1,1,0,0,0,0,Augmentation du niveau de vie : les ouvriers gagnants,rue89.nouvelobs.com
04/09/2014 17:12,1,9,215,12,10,2,2,0,0,The Vampire Diaries Saison 6 : Stefan repoussera-t-il Caroline pour Elena ?,melty.fr
22/07/2014 17:39,1,1,20,26,19,0,0,0,0,Escrime : les Français sacrés champions du monde de fleuret par équipe,francetvinfo.fr
11/06/2014 19:12,2,0,0,1,1,0,0,0,0,Pretty Little Liars saison 5 épisode 1; Ashley Benson vs Shay Mitchell; battle de looks,melty.fr
29/07/2014 17:29,0,1,19,12,10,0,0,0,0,Secret Story 8 : Aymeric et Joanna en couple ? Twitter réagit,melty.fr
14/05/2014 13:12,1,2,53,3,3,1,1,0,0,Des lycéens de Colomiers bientôt contraints d'étudier à Toulouse ?,metronews.fr
06/08/2014 20:31,1,1,16,8,6,0,0,0,0,Transformers 4 : 1 milliard de dollars au box-office; un succès mérité ?,melty.fr
24/07/2014 19:16,0,0,0,2,2,0,0,0,0,Kendall Jenner seins nus en look bohémien pour LOVE Magazine,melty.fr
17/07/2014 06:25,2,0,6,24,10,2,2,0,0,The Avengers 2 : Les huit premières photos officielles,melty.fr
28/07/2014 16:44,0,0,0,12,9,0,0,0,0,Secret Story 8 : Leila violemment clashée par Linda (Les Anges 6) sur Twitter,melty.fr
20/04/2014 16:22,1,1,17,5,3,0,0,0,0,Super Mario : Le thème repris avec des verres et des stylos,melty.fr
01/05/2014 20:48,0,0,0,2,2,1,1,0,0,Grey’s Anatomy Saison 10 : Episode 22; Alex et Jo dans un sneak peek inédit !,melty.fr
16/05/2014 10:13,1,29,697,6,4,0,0,0,0,La Redoute x Jacquemus; la collab' Automne-Hiver 2014/15,melty.fr
09/10/2014 09:28,0,0,1,2,1,0,0,1,0,La Commission Juncker pourrait entrer en fonction en janvier,bfmtv.com
26/08/2014 12:41,2,0,1,4,3,0,0,0,0,Ice Bucket Challenge : Le défi qui vire en demande en mariage (Vidéo),melty.fr
29/07/2014 17:58,1,1,23,6,6,0,0,0,0,"Nina Dobrev : Ian Somerhalder; elle l'""aimera toujours"" !",melty.fr
12/07/2014 16:53,2,0,5,5,2,1,1,0,0,Auxerre et Dijon se quittent dos à dos à un mois de la reprise,francetvinfo.fr
29/09/2014 13:05,1,0,0,2,2,0,0,0,0,Masters of Sex saison 3 : Des révélations sur la prochaine saison !,melty.fr
12/06/2014 19:02,0,1,24,8,8,2,2,0,0,E3 2014 : Mortal Kombat X; un jeu plus violent et complet ?,melty.fr
04/07/2014 13:51,1,0,1,6,4,0,0,0,0,My Little Corner x Nailmatic; les coffrets de vernis à ongles fruités,melty.fr
19/05/2014 04:02,1,1,18,3,3,0,0,0,0,Billboard Music Awards 2014 : Le palmarès complet,melty.fr
20/04/2014 12:26,0,0,3,6,4,0,0,0,0,Pâques 2014 : Les lapins les plus terrifiants,melty.fr
06/09/2014 14:28,2,1,21,2,2,0,0,0,0,Amnéville vient au secours du Snow hall,francetvinfo.fr
02/05/2014 07:00,0,0,0,2,1,0,0,0,0,« On travaille déjà avec Vasseur sur la saison prochaine »,leparisien.fr
13/08/2014 10:51,0,0,1,4,4,2,2,0,0,Glee Saison 6 : Rachel de retour à Lima ?,melty.fr
25/06/2014 10:40,1,1,25,43,35,0,0,0,0,Le docteur Bonnemaison acquitté de la mort de sept patients,francetvinfo.fr
25/07/2014 22:01,1,1,14,12,6,0,0,0,0,Secret Story 8 : Vivian et Nathalie un faux couple ? Un proche balance; Twitter perplexe,melty.fr
29/07/2014 12:47,1,0,0,2,2,0,0,0,0,Naya Rivera mariée avec Ryan Dorsey en total look noir à LA,melty.fr
22/09/2014 18:56,0,0,9,34,4,0,0,1,0,"Paris: des graffitis ""antisémites et homophobes"" dans une maternelle",bfmtv.com
19/08/2014 16:22,1,0,4,12,12,0,0,0,0,Championnats d'Europe de natation : le Français Jérémy Stravius médaille d'argent sur 100 m dos,francetvinfo.fr
20/07/2014 09:53,1,0,0,4,4,0,0,0,0,Karrueche Tran dévoile son tatouage en look de sorcière pour son film sur Instagram,melty.fr
22/04/2014 17:41,1,0,2,6,4,1,1,0,0,Rohff : Son avocat s'exprime au Grand Journal,melty.fr
27/05/2013 09:19,1,0,0,1,1,1,1,0,0,Des syndicalistes réprimées par un sous-traitant d’Airbus,bastamag.net
05/09/2014 17:03,1,0,0,1,1,0,0,0,0,Sapin: pas de relation directe entre CICE et emplois,leparisien.fr
01/09/2014 20:24,0,1,20,7,7,0,0,0,0,The Voice Kids : Victoria chante Babooshka de Kate Bush à 13 ans; Twitter impressionné,melty.fr
13/05/2014 19:16,1,1,14,2,2,0,0,0,0,Jay Z : Avant de s'attaquer à lui; Solange Knowles a eu une altercation avec une styliste !,melty.fr
15/09/2014 09:39,1,3,69,12,5,0,0,1,0,Zone euro: l'OCDE revoit ses prévisions de croissance à la baisse,bfmtv.com
21/07/2014 18:31,1,0,1,6,6,0,0,0,0,Secret Story 8 : Quotidienne du 21 Juillet; Jessica et Steph se font buzzer !,melty.fr
07/09/2014 21:30,1,0,0,2,2,0,0,0,0,Kendall Jenner en backstage de Diane Von Furstenberg printemps-été 2015; le beauty look,melty.fr
06/10/2014 15:43,0,1,24,12,9,0,0,0,0,Birchbox Home novembre 2014; la première box maison pour l'automne,melty.fr
26/04/2014 12:22,0,0,3,2,2,0,0,0,0,19 pays candidats,lefigaro.fr
04/08/2014 20:05,1,0,0,3,3,0,0,0,0,Cara Delevigne glamour pour Yves Saint Laurent beauty sur Instagram; la photo TBT,melty.fr
27/08/2014 09:00,1,0,0,8,8,2,2,0,0,Pretty Little Liars Saison 5 : Episode 12; la critique du summer finale !,melty.fr
17/08/2014 16:47,1,15,353,173,112,0,0,0,0,Le cerveau présumé d'un réseau cyber-criminel inernational arrêté,lemonde.fr
03/05/2014 19:59,0,0,0,1,1,0,0,0,0,The Voice 3 : Maximilien remporte la première demi-finale; les twittos partagés,melty.fr
22/04/2014 15:30,0,0,1,2,2,1,1,0,0,Les Princes de l'Amour : Jeremstar aide Anaïs à trouver l'amour !,melty.fr
08/04/2014 08:20,1,1,31,4,2,0,0,0,0,Bates Motel; American Horror Story... Les séries d'horreur ont la cote !,melty.fr
16/08/2014 00:07,1,1,16,14,4,0,0,0,0,Julie de Secret Story 8 au prime du 15 août 2014 discrète en noir,melty.fr
19/09/2014 09:53,1,0,5,4,4,2,2,0,0,Danse avec les stars 5 : Grégoire Lyonnet et Alizée se tatouent leur amour !,melty.fr
09/04/2014 19:04,0,0,5,3,3,0,0,0,0,Beyoncé sans maquillage et en bikini sur Instagram,melty.fr
12/09/2014 17:31,1,0,0,5,1,0,0,1,0,OL-Monaco : Gourcuff sur le banc,bfmtv.com
02/09/2014 13:11,0,1,22,3,3,1,1,0,0,Teen Wolf Saison 4 : Episode 11; la critique de melty.fr,melty.fr
